3.7,1.387,4.831,0.0,0.0,0.0,0.8,9.187
27.5,5.69,28.493,8.8,17.6,14.4,32.8,44.83
8.88,3.278,8.167,16.8,15.2,4.8,8.0,21.74
6.25,1.797,10.45,12.0,7.2,44.0,17.6,24.22
6.37,2.697,9.901,15.2,10.4,44.0,28.0,23.62
2.11,1.015,1.954,0.8,0.8,0.0,0.8,4.245
2.63,1.531,2.685,0.0,0.0,0.0,0.0,5.828
13.9,4.84,11.755,0.0,0.0,0.8,0.0,30.28
8.62,2.846,12.47,0.0,0.0,0.0,0.0,19.59
11.7,6.075,12.671,0.0,0.8,0.0,0.0,29.52
2.23,1.06,2.112,0.0,0.0,0.0,0.0,4.429
5.28,1.632,6.865,4.8,14.4,35.2,22.4,14.41
8.02,3.238,6.686,0.0,0.0,3.2,2.4,17.8
5.01,2.202,4.783,0.0,0.0,0.0,3.2,11.6
8.12,3.332,6.861,0.0,0.0,0.0,0.0,18.0
44.6,11.867,46.032,28.8,15.2,32.4,11.2,105.5
11.7,3.945,9.494,0.0,0.0,0.0,0.0,24.67
4.24,1.81,3.618,14.4,23.2,43.2,0.8,8.743
5.67,1.546,13.412,0.8,0.0,0.0,0.0,14.48
12.1,5.329,11.781,3.2,4.8,0.0,0.8,34.28
15.7,4.954,17.907,0.8,1.6,19.2,12.0,31.65
13.3,5.431,12.21,0.0,0.0,1.6,3.2,33.65
6.69,2.79,13.129,4.0,1.6,28.0,0.0,23.89
21.3,6.23,19.665,0.0,11.2,2.4,0.8,46.38
9.71,2.467,10.637,1.6,0.0,1.6,5.6,18.6
42.2,21.786,76.299,19.2,2.4,54.4,48.8,100.3
5.2,2.001,5.034,0.0,0.0,0.0,0.0,9.98
7.43,2.944,8.786,15.2,8.8,16.0,7.2,24.02
33.9,18.287,43.674,0.8,0.0,4.8,4.0,80.07
2.06,1.002,1.996,0.8,0.0,29.6,7.2,3.748
29.0,15.043,47.679,6.4,0.0,68.0,36.8,106.0
8.84,3.43,8.566,8.8,8.0,0.8,0.8,19.11
4.69,1.88,5.683,0.0,0.0,8.0,4.8,10.65
9.94,4.213,10.309,0.0,0.0,0.8,0.8,25.99
27.0,10.301,38.067,22.4,12.8,44.8,35.2,123.3
14.8,8.355,15.955,0.0,0.0,0.0,0.0,30.78
6.75,2.244,6.864,0.0,0.0,0.0,0.0,14.32
2.68,1.4,2.788,0.0,0.0,0.0,0.0,5.647
6.98,2.349,8.873,0.0,0.0,0.8,0.0,15.38
2.19,1.037,2.197,0.8,0.0,4.8,4.0,4.621
3.32,1.305,3.032,0.0,0.0,0.0,0.0,6.622
12.1,4.665,11.688,4.8,5.6,0.0,0.0,25.2
35.0,18.114,40.496,2.4,0.0,0.8,0.0,63.44
